No,주소,경도,위도,상태,세부위치,설치장소설명,형태,담당,관리기관 번호
137,서울특별시 성동구 금호로 60-1,127.0260647,37.54873468,정좌표,서울특별시 성동구 금호로 60-1 도로(가로)변,,담배꽁초 수거용,가로환경미화원,
138,서울특별시 성동구 341-1,128.720799,35.84952285,인근좌표,서울특별시 성동구 341-1 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
139,서울특별시 성동구 15나길 19,128.7196159,35.85907899,인근좌표,서울특별시 성동구 15나길 19 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
140,서울특별시 성동구 10,128.7212926,35.85811034,인근좌표,서울특별시 성동구 10 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
141,서울특별시 성동구 44,128.7155741,35.86021161,인근좌표,서울특별시 성동구 44 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
142,서울특별시 성동구 왕십리로 410,127.0252782,37.56540649,정좌표,서울특별시 성동구 왕십리로 410 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
143,서울특별시 성동구 마장로 137,127.0237304,37.56998145,정좌표,서울특별시 성동구 마장로 137 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
144,서울특별시 성동구 왕십리로 327,127.0332248,37.56239505,정좌표,서울특별시 성동구 왕십리로 327 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
145,서울특별시 성동구 고사자로 197,128.7207281,35.85055006,인근좌표,서울특별시 성동구 고사자로 197 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
146,서울특별시 성동구 행당로 87,127.0285445,37.55729284,정좌표,서울특별시 성동구 행당로 87 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
147,서울특별시 성동구 금호로 173,127.0190166,37.55460552,정좌표,서울특별시 성동구 금호로 173 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
148,서울특별시 성동구 금호로 105,127.0245529,37.55237691,정좌표,서울특별시 성동구 금호로 105 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
149,서울특별시 성동구 독서당로 299-2,127.0224564,37.54836753,정좌표,서울특별시 성동구 독서당로 299-2 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
150,서울특별시 성동구 독서당로 207,127.0139111,37.54383042,정좌표,서울특별시 성동구 독서당로 207 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
151,서울특별시 성동구 독서당로 222,127.0153668,37.54388705,정좌표,서울특별시 성동구 독서당로 222 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
152,서울특별시 성동구 독서당로 216,127.0147618,37.5435691,정좌표,서울특별시 성동구 독서당로 216 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
153,서울특별시 성동구 금호로 40,127.0257877,37.54711114,정좌표,서울특별시 성동구 금호로 40 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
