No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
52,서울특별시 동작구 상도로 156번지,126.9366117,37.50322911,정좌표,서울특별시 동작구 상도로 156번지,가로변,일반쓰레기,서울시 동작구청,
53,서울특별시 동작구 상도로 156번지,126.9366117,37.50322911,정좌표,서울특별시 동작구 상도로 156번지,가로변,재활용,서울시 동작구청,
54,서울특별시 동작구 장승배기로 73번지(상도치안센타 옆),126.9391143,37.50415824,정좌표,서울특별시 동작구 장승배기로 73번지(상도치안센타 옆),마을버스 정류장 옆,일반쓰레기,서울시 동작구청,
55,서울특별시 동작구 장승배기로 73번지(상도치안센타 옆),126.9391143,37.50415824,정좌표,서울특별시 동작구 장승배기로 73번지(상도치안센타 옆),마을버스 정류장 옆,재활용,서울시 동작구청,
56,서울특별시 동작구 장승배기로 78번지,126.9395119,37.50460738,정좌표,서울특별시 동작구 장승배기로 78번지,가로변,일반쓰레기,서울시 동작구청,
57,서울특별시 동작구 상도로 147번지,126.9358032,37.50317352,정좌표,서울특별시 동작구 상도로 147번지,가로변,일반쓰레기,서울시 동작구청,
58,서울특별시 동작구 상도로 181번지,126.938829,37.50495567,정좌표,서울특별시 동작구 상도로 181번지,가로변,일반쓰레기,서울시 동작구청,
59,서울특별시 동작구 상도로 동작보건소(ID:20-153),126.9539606,37.49552227,인근좌표,서울특별시 동작구 상도로 동작보건소(ID:20-153),버스 정류장 옆,일반쓰레기,서울시 동작구청,
60,서울특별시 동작구 양녕로 경향렉스빌(ID:20-222),126.9498852,37.50399038,인근좌표,서울특별시 동작구 양녕로 경향렉스빌(ID:20-222),마을버스 정류장 옆,일반쓰레기,서울시 동작구청,
61,서울특별시 동작구 상도로 83번지(신한은행 앞),126.929879,37.49990921,정좌표,서울특별시 동작구 상도로 83번지(신한은행 앞),가로변,재활용,서울시 동작구청,
62,서울특별시 동작구 상도로 94번지(주작나무 한의원 앞),126.9311487,37.49975642,정좌표,서울특별시 동작구 상도로 94번지(주작나무 한의원 앞),가로변,일반쓰레기,서울시 동작구청,
63,서울특별시 동작구 상도로 94번지(주작나무 한의원 앞),126.9311487,37.49975642,정좌표,서울특별시 동작구 상도로 94번지(주작나무 한의원 앞),가로변,재활용,서울시 동작구청,
64,서울특별시 동작구 보라매로 104번지(왕세숫대야냉면),126.9283135,37.49843577,정좌표,서울특별시 동작구 보라매로 104번지(왕세숫대야냉면),가로변,일반쓰레기,서울시 동작구청,
65,서울특별시 동작구 보라매로 93번지(통삼겹구이 앞),126.9277138,37.49779741,정좌표,서울특별시 동작구 보라매로 93번지(통삼겹구이 앞),가로변,재활용,서울시 동작구청,
66,서울특별시 동작구 보라매로 101번지(삼거리 왕만두),126.9278533,37.49832871,정좌표,서울특별시 동작구 보라매로 101번지(삼거리 왕만두),가로변,일반쓰레기,서울시 동작구청,
67,서울특별시 동작구 상도로 서울공업고등학교(ID:20-144),126.9539606,37.49552227,인근좌표,서울특별시 동작구 상도로 서울공업고등학교(ID:20-144),버스 정류장 옆,일반쓰레기,서울시 동작구청,
68,서울특별시 동작구 상도로 서울공업고등학교(ID:20-144),126.9539606,37.49552227,인근좌표,서울특별시 동작구 상도로 서울공업고등학교(ID:20-144),버스 정류장 옆,재활용,서울시 동작구청,
69,서울특별시 동작구 상도로 16번지,126.9223169,37.49971582,정좌표,서울특별시 동작구 상도로 16번지,가로변,재활용,서울시 동작구청,
70,서울특별시 동작구 상도로 16번지,126.9223169,37.49971582,정좌표,서울특별시 동작구 상도로 16번지,가로변,일반쓰레기,서울시 동작구청,
71,서울특별시 동작구 여의대방로  강남중학교(ID: 20-006),126.91277,37.49595888,인근좌표,서울특별시 동작구 여의대방로  강남중학교(ID: 20-006),버스 중앙차로,일반쓰레기,서울시 동작구청,
72,서울특별시 동작구 여의대방로  강남중학교(ID: 20-006),126.91277,37.49595888,인근좌표,서울특별시 동작구 여의대방로  강남중학교(ID: 20-006),버스 중앙차로,재활용,서울시 동작구청,
73,서울특별시 동작구 여의대방로 22번지 우성아파트(ID:20-927),126.9109698,37.49258072,정좌표,서울특별시 동작구 여의대방로 22번지 우성아파트(ID:20-927),마을버스 정류장 옆,재활용,서울시 동작구청,
74,서울특별시 동작구 여의대방로 22번지 우성아파트(ID:20-927),126.9109698,37.49258072,정좌표,서울특별시 동작구 여의대방로 22번지 우성아파트(ID:20-927),마을버스 정류장 옆,일반쓰레기,서울시 동작구청,
75,서울특별시 동작구 여의대방로 교수아파트(ID:20-928),126.91277,37.49595888,인근좌표,서울특별시 동작구 여의대방로 교수아파트(ID:20-928),버스정류장 옆,일반쓰레기,서울시 동작구청,
76,서울특별시 동작구 여의대방로 교수아파트(ID:20-928),126.91277,37.49595888,인근좌표,서울특별시 동작구 여의대방로 교수아파트(ID:20-928),버스정류장 옆,재활용,서울시 동작구청,
77,서울특별시 동작구 신대방2길 2-5(ID:20-207),126.9128558,37.48774316,정좌표,서울특별시 동작구 신대방2길 2-5(ID:20-207),마을버스 정류장 옆,일반쓰레기,서울시 동작구청,
78,서울특별시 동작구 신대방2길 2-5(ID:20-207),126.9128558,37.48774316,정좌표,서울특별시 동작구 신대방2길 2-5(ID:20-207),마을버스 정류장 옆,재활용,서울시 동작구청,
79,서울특별시 동작구 알마타길 6번지(ID:20-107),126.9253043,37.51069193,정좌표,서울특별시 동작구 알마타길 6번지(ID:20-107),가로변,재활용,서울시 동작구청,
80,서울특별시 동작구 알마타길 6번지(ID:20-107),126.9253043,37.51069193,정좌표,서울특별시 동작구 알마타길 6번지(ID:20-107),가로변,일반쓰레기,서울시 동작구청,
81,서울특별시 동작구 여의대방로 동작상떼빌아파트(ID:20-001),126.91277,37.49595888,인근좌표,서울특별시 동작구 여의대방로 동작상떼빌아파트(ID:20-001),버스 중앙차로,일반쓰레기,서울시 동작구청,
82,서울특별시 동작구 등용로 123번지(대방할인마트 앞),126.931724,37.51210549,정좌표,서울특별시 동작구 등용로 123번지(대방할인마트 앞),가로변,일반쓰레기,서울시 동작구청,
83,서울특별시 동작구 등용로 123번지(대방할인마트 앞),126.931724,37.51210549,정좌표,서울특별시 동작구 등용로 123번지(대방할인마트 앞),가로변,재활용,서울시 동작구청,
84,서울특별시 동작구 노량진로  현대아파트(ID:20-007),126.9546684,37.51243096,인근좌표,서울특별시 동작구 노량진로  현대아파트(ID:20-007),버스중앙차로,일반쓰레기,서울시 동작구청,
85,서울특별시 동작구 노량진로  현대아파트유한양행(ID:20-008),126.9546684,37.51243096,인근좌표,서울특별시 동작구 노량진로  현대아파트유한양행(ID:20-008),버스중앙차로,일반쓰레기,서울시 동작구청,
86,서울특별시 동작구 등용로 40번지(ID:20-593),126.9341472,37.50568939,정좌표,서울특별시 동작구 등용로 40번지(ID:20-593),마을버스 정류장 옆,일반쓰레기,서울시 동작구청,
87,서울특별시 동작구 서달로 15길 8-12(흑석역4번출구),126.9628986,37.50896701,정좌표,서울특별시 동작구 서달로 15길 8-12(흑석역4번출구),지하철 9호선 옆,재활용,서울시 동작구청,
88,서울특별시 동작구 서달로 15길 8-12(흑석역4번출구),126.9628986,37.50896701,정좌표,서울특별시 동작구 서달로 15길 8-12(흑석역4번출구),지하철 9호선 옆,일반쓰레기,서울시 동작구청,
89,서울특별시 동작구 현충로 124번지(조선일보뉴지엄),126.9671741,37.50629249,정좌표,서울특별시 동작구 현충로 124번지(조선일보뉴지엄),가로변,일반쓰레기,서울시 동작구청,
90,서울특별시 동작구 현충로2길 흑석동 효사정 앞(ID:20-123),126.9563537,37.51316559,정좌표,서울특별시 동작구 현충로2길 흑석동 효사정 앞(ID:20-123),버스 정류장 옆,일반쓰레기,서울시 동작구청,
91,서울특별시 동작구 현충로 108번지,126.9653441,37.50736134,정좌표,서울특별시 동작구 현충로 108번지,가로변,일반쓰레기,서울시 동작구청,
92,서울특별시 동작구 현충로2길 동작실버센터입구(ID:20-251),126.9563537,37.51316559,정좌표,서울특별시 동작구 현충로2길 동작실버센터입구(ID:20-251),버스 정류장 옆,일반쓰레기,서울시 동작구청,
93,서울특별시 동작구 현충로2길 4번지 효사정 앞(ID:20-124),126.9604486,37.51147747,정좌표,서울특별시 동작구 현충로2길 4번지 효사정 앞(ID:20-124),버스 정류장 옆,일반쓰레기,서울시 동작구청,
94,서울특별시 동작구 현충로 151번지(ID:20-130),126.9698821,37.50623482,정좌표,서울특별시 동작구 현충로 151번지(ID:20-130),버스 정류장 옆,일반쓰레기,서울시 동작구청,
95,서울특별시 동작구 현충로 111번지(ID:20-127),126.9660494,37.50762142,정좌표,서울특별시 동작구 현충로 111번지(ID:20-127), 버스 정류장 옆,일반쓰레기,서울시 동작구청,
96,서울특별시 동작구 서달로 158번지,126.9623211,37.50705134,정좌표,서울특별시 동작구 서달로 158번지,가로변,재활용,서울시 동작구청,
97,서울특별시 동작구 서달로 158번지,126.9623211,37.50705134,정좌표,서울특별시 동작구 서달로 158번지,가로변,일반쓰레기,서울시 동작구청,
98,서울특별시 동작구 동작대로 경문고등학교(ID:22-031),126.9822517,37.49063878,인근좌표,서울특별시 동작구 동작대로 경문고등학교(ID:22-031),중앙차로,일반쓰레기,서울시 동작구청,
99,서울특별시 동작구 동작대로 경문고등학교(ID:22-031),126.9822517,37.49063878,인근좌표,서울특별시 동작구 동작대로 경문고등학교(ID:22-031),중앙차로,일반쓰레기,서울시 동작구청,
100,서울특별시 동작구 동작대로 경문고교 배나무골앞(ID:20-017),126.9822517,37.49063878,인근좌표,서울특별시 동작구 동작대로 경문고교 배나무골앞(ID:20-017),중앙차로,일반쓰레기,서울시 동작구청,
101,서울특별시 동작구 동작대로 171번지(경문고앞),126.9824316,37.49161412,정좌표,서울특별시 동작구 동작대로 171번지(경문고앞),가로변,일반쓰레기,서울시 동작구청,
102,서울특별시 동작구 동작대로 정금마을(ID:22-033),126.9822517,37.49063878,인근좌표,서울특별시 동작구 동작대로 정금마을(ID:22-033),중앙차로,일반쓰레기,서울시 동작구청,
103,서울특별시 동작구 동작대로 정금마을 방배경찰서(ID:20-016),126.9822517,37.49063878,인근좌표,서울특별시 동작구 동작대로 정금마을 방배경찰서(ID:20-016),중앙차로,일반쓰레기,서울시 동작구청,
104,서울특별시 동작구 동작대로 235번지 깨마을(ID:20-015),126.9830394,37.4975004,정좌표,서울특별시 동작구 동작대로 235번지 깨마을(ID:20-015),버스 중앙차로,일반쓰레기,서울시 동작구청,
105,서울특별시 동작구 동작대로 235번지 깨마을(ID:20-015),126.9830394,37.4975004,정좌표,서울특별시 동작구 동작대로 235번지 깨마을(ID:20-015),버스 중앙차로,일반쓰레기,서울시 동작구청,
106,서울특별시 동작구 동작대로 239번지,126.9833961,37.49816788,정좌표,서울특별시 동작구 동작대로 239번지,가로변,일반쓰레기,서울시 동작구청,
107,서울특별시 동작구 동작동 국립현충원((ID:20-133),126.9745402,37.49989898,인근좌표,서울특별시 동작구 동작동 국립현충원((ID:20-133),버스 정류장 옆,일반쓰레기,서울시 동작구청,
108,서울특별시 동작구 동작동 국립현충원((ID:20-134),126.9745402,37.49989898,인근좌표,서울특별시 동작구 동작동 국립현충원((ID:20-134),버스 정류장 옆,재활용,서울시 동작구청,
109,서울특별시 동작구 동작동 국립현충원((ID:20-134),126.9745402,37.49989898,인근좌표,서울특별시 동작구 동작동 국립현충원((ID:20-134),버스 정류장 옆,일반쓰레기,서울시 동작구청,
110,서울특별시 동작구 동작대로 남성시장(ID:20-018),126.9822517,37.49063878,인근좌표,서울특별시 동작구 동작대로 남성시장(ID:20-018),버스중앙차로,재활용,서울시 동작구청,
111,서울특별시 동작구 동작대로 남성시장(ID:20-018),126.9822517,37.49063878,인근좌표,서울특별시 동작구 동작대로 남성시장(ID:20-018),버스중앙차로,일반쓰레기,서울시 동작구청,
112,서울특별시 동작구 동작대로 남성시장(ID:22-029),126.9822517,37.49063878,인근좌표,서울특별시 동작구 동작대로 남성시장(ID:22-029),버스중앙차로,재활용,서울시 동작구청,
113,서울특별시 동작구 동작대로 남성시장(ID:22-029),126.9822517,37.49063878,인근좌표,서울특별시 동작구 동작대로 남성시장(ID:22-029),버스중앙차로,일반쓰레기,서울시 동작구청,
114,서울특별시 동작구 동작대로 101번지(다비치안경 앞),126.9816808,37.48567656,정좌표,서울특별시 동작구 동작대로 101번지(다비치안경 앞),가로변,일반쓰레기,서울시 동작구청,
