No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
3,서울특별시 마포구 마포대로 공덕역 6번 출구,126.9444287,37.5372967,정좌표,서울특별시 마포구 마포대로 공덕역 6번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
4,서울특별시 마포구 마포대로 공덕역 6번 출구,126.9444287,37.5372967,정좌표,서울특별시 마포구 마포대로 공덕역 6번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
5,서울특별시 마포구 마포대로 공덕 오거리 버스정류장 14-149,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 공덕 오거리 버스정류장 14-149,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
6,서울특별시 마포구 마포대로 공덕역 5번 출구,126.9444287,37.5372967,인근좌표,서울특별시 마포구 마포대로 공덕역 5번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
7,서울특별시 마포구 마포대로25 화로연각 앞 (토정로방향),126.9448328,37.53937739,정좌표,서울특별시 마포구 마포대로25 화로연각 앞 (토정로방향),도로(가로)변,일반쓰레기,서울시 마포구청,
8,서울특별시 마포구 마포대로 버스정류장 14-008,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-008,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
9,서울특별시 마포구 마포대로 버스정류장 14-008,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-008,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
10,서울특별시 마포구 마포대로 207 둘둘치킨 앞(애오개역 1번 출구),126.9559977,37.55265097,정좌표,서울특별시 마포구 마포대로 207 둘둘치킨 앞(애오개역 1번 출구),도로(가로)변,일반쓰레기,서울시 마포구청,
11,서울특별시 마포구 마포대로 애오개역 3번 출구,126.943976,37.53700956,인근좌표,서울특별시 마포구 마포대로 애오개역 3번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
12,서울특별시 마포구 마포대로 애오개역 4번 출구,126.943976,37.53700956,인근좌표,서울특별시 마포구 마포대로 애오개역 4번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
13,서울특별시 마포구 마포대로 233-1 (아현초교담 횡단보도 앞),126.9572325,37.55497429,정좌표,서울특별시 마포구 마포대로 233-1 (아현초교담 횡단보도 앞),도로(가로)변,일반쓰레기,서울시 마포구청,
14,서울특별시 마포구 마포대로 버스정류장 14-003(공덕역),126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-003(공덕역),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
15,서울특별시 마포구 마포대로 버스정류장 14-004(공덕역),126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-004(공덕역),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
16,서울특별시 마포구 마포대로 버스정류장 14-004(공덕역),126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-004(공덕역),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
17,서울특별시 마포구 마포대로 114번지 기업은행 앞(공덕역 4번출구),126.9520268,37.54480557,정좌표,서울특별시 마포구 마포대로 114번지 기업은행 앞(공덕역 4번출구),도로(가로)변,일반쓰레기,서울시 마포구청,
18,서울특별시 마포구 마포대로 버스정류장 14-005,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-005,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
19,서울특별시 마포구 마포대로 버스정류장 14-006,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-006,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
20,서울특별시 마포구 마포대로 버스정류장 14-007,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-007,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
21,서울특별시 마포구 마포대로 버스정류장 14-007,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-007,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
22,서울특별시 마포구 독막로 242 노기홍사무소 앞,126.9402998,37.54661302,정좌표,서울특별시 마포구 독막로 242 노기홍사무소 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
23,서울특별시 마포구 독막로 241 GS편의점 앞,126.9405219,37.54691602,정좌표,서울특별시 마포구 독막로 241 GS편의점 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
24,서울특별시 마포구 독막로 221 앞에 있는 공원,126.9384429,37.54751673,정좌표,서울특별시 마포구 독막로 221 앞에 있는 공원,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
25,서울특별시 마포구 독막로 192 신수동 주민센터 앞,126.9351046,37.54715946,정좌표,서울특별시 마포구 독막로 192 신수동 주민센터 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
26,서울특별시 마포구 마포대로 61-1 (트라팰리스 앞),126.9479935,37.5413301,정좌표,서울특별시 마포구 마포대로 61-1 (트라팰리스 앞),도로(가로)변,일반쓰레기,서울시 마포구청,
27,서울특별시 마포구 마포대로 33 마포역 1번 출구,126.945448,37.53998535,정좌표,서울특별시 마포구 마포대로 33 마포역 1번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
28,서울특별시 마포구 마포대로 버스정류장 14-001,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-001,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
29,서울특별시 마포구 마포대로 버스정류장 14-001,126.9439942,37.53865119,인근좌표,서울특별시 마포구 마포대로 버스정류장 14-001,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
30,서울특별시 마포구 마포대로 40-1 마포역 3번 출구 뒤,126.9465911,37.53981603,정좌표,서울특별시 마포구 마포대로 40-1 마포역 3번 출구 뒤,지하철역 입구,일반쓰레기,서울시 마포구청,
31,서울특별시 마포구 마포대로 40-1 마포역 3번 출구 옆 횡단보도,126.9465911,37.53981603,정좌표,서울특별시 마포구 마포대로 40-1 마포역 3번 출구 옆 횡단보도,지하철역 입구,일반쓰레기,서울시 마포구청,
32,서울특별시 마포구 마포대로 20(마포역 4번 출구),126.9449849,37.53842384,정좌표,서울특별시 마포구 마포대로 20(마포역 4번 출구),도로(가로)변,일반쓰레기,서울시 마포구청,
33,서울특별시 마포구 신촌로 174 중우빌딩 횡단보드 옆,126.9449953,37.55648457,정좌표,서울특별시 마포구 신촌로 174 중우빌딩 횡단보드 옆,도로(가로)변,일반쓰레기,서울시 마포구청,
34,서울특별시 마포구 신촌로 174 중우빌딩 횡단보드 옆,126.9449953,37.55648457,정좌표,서울특별시 마포구 신촌로 174 중우빌딩 횡단보드 옆,도로(가로)변,일반쓰레기,서울시 마포구청,
35,서울특별시 마포구 신촌로 신촌역 5번 출구,126.9268378,37.55833914,인근좌표,서울특별시 마포구 신촌로 신촌역 5번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
36,서울특별시 마포구 노고산동 112-5 서강대역 2번 출구 앞,126.9352972,37.55224996,정좌표,서울특별시 마포구 노고산동 112-5 서강대역 2번 출구 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
37,서울특별시 마포구 백범로 창전동 242 광흥창역 2번 출구,126.9319874,37.54770142,정좌표,서울특별시 마포구 백범로 창전동 242 광흥창역 2번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
38,서울특별시 마포구 백범로 대흥역 2번 출구 앞,126.9372102,37.55441184,인근좌표,서울특별시 마포구 백범로 대흥역 2번 출구 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
39,서울특별시 마포구 백범로 대흥역 3번 출구 앞,126.9372102,37.55441184,정좌표,서울특별시 마포구 백범로 대흥역 3번 출구 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
40,서울특별시 마포구 마포대로 공덕역 2번 출구 롯데캐슬 택시정류장 앞,126.943976,37.53700956,정좌표,서울특별시 마포구 마포대로 공덕역 2번 출구 롯데캐슬 택시정류장 앞,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
41,서울특별시 마포구 마포대로 공덕역 1번 출구 자전거 보관대 앞,126.943976,37.53700956,인근좌표,서울특별시 마포구 마포대로 공덕역 1번 출구 자전거 보관대 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
42,서울특별시 마포구 백범로 122 풍천민물장어 앞,126.9444315,37.5465469,정좌표,서울특별시 마포구 백범로 122 풍천민물장어 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
43,서울특별시 마포구 만리재로 83-1 앞 버스정류장 (14-145),126.9587091,37.54814767,정좌표,서울특별시 마포구 만리재로 83-1 앞 버스정류장 (14-145),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
44,서울특별시 마포구 만리재로 88 앞 버스정류장 (14-146),126.9592065,37.54814995,정좌표,서울특별시 마포구 만리재로 88 앞 버스정류장 (14-146),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
45,서울특별시 마포구 창전로 32번지 앞 서강나루공원,126.9319147,37.54515551,정좌표,서울특별시 마포구 창전로 32번지 앞 서강나루공원,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
46,서울특별시 마포구 창전로 60 광흥창역 3번 출구 앞,126.9328944,37.54779667,정좌표,서울특별시 마포구 창전로 60 광흥창역 3번 출구 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
47,서울특별시 마포구 독막로 246,126.9408534,37.5463858,정좌표,서울특별시 마포구 독막로 246,도로(가로)변,일반쓰레기,서울시 마포구청,
48,서울특별시 마포구 서강로 137,126.935597,37.5546723,정좌표,서울특별시 마포구 서강로 137,도로(가로)변,일반쓰레기,서울시 마포구청,
49,서울특별시 마포구 서강로 137,126.935597,37.5546723,정좌표,서울특별시 마포구 서강로 137,도로(가로)변,일반쓰레기,서울시 마포구청,
50,서울특별시 마포구 서강로 127-1 버스정류장 14-204,126.9347954,37.55400597,정좌표,서울특별시 마포구 서강로 127-1 버스정류장 14-204,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
51,서울특별시 마포구 백범로 노고산동 31-123 신촌노외주차장 앞,126.9374013,37.555096,정좌표,서울특별시 마포구 백범로 노고산동 31-123 신촌노외주차장 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
52,서울특별시 마포구 서강로 111-1 파리바게트 앞,126.9332796,37.55318299,정좌표,서울특별시 마포구 서강로 111-1 파리바게트 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
53,서울특별시 마포구 서강로 97 삼성 프라자,126.9323486,37.55193465,정좌표,서울특별시 마포구 서강로 97 삼성 프라자,도로(가로)변,일반쓰레기,서울시 마포구청,
54,서울특별시 마포구 창전로 창전 현대홈타운 버스정류장(14-203),126.9324219,37.5492695,인근좌표,서울특별시 마포구 창전로 창전 현대홈타운 버스정류장(14-203),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
55,서울특별시 마포구 서강로 55 GS 앞(14-201),126.9313567,37.54828736,정좌표,서울특별시 마포구 서강로 55 GS 앞(14-201),도로(가로)변,일반쓰레기,서울시 마포구청,
56,서울특별시 마포구 창전로 광흥창역 1번 출구,126.930324,37.54406858,인근좌표,서울특별시 마포구 창전로 광흥창역 1번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
57,서울특별시 마포구 백범로 91 건널목 앞(대흥역 1번 출구),126.9418006,37.548211,정좌표,서울특별시 마포구 백범로 91 건널목 앞(대흥역 1번 출구),도로(가로)변,일반쓰레기,서울시 마포구청,
58,서울특별시 마포구 신촌역 6번 출구 공원 안쪽,126.8981782,37.56225705,인근좌표,서울특별시 마포구 신촌역 6번 출구 공원 안쪽,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
59,서울특별시 마포구 신촌역 6번 출구 공원 안쪽,126.8981782,37.56225705,인근좌표,서울특별시 마포구 신촌역 6번 출구 공원 안쪽,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
60,서울특별시 마포구 백범로 88 경총회관 앞(대흥역 4번 출구),126.9411085,37.54794634,정좌표,서울특별시 마포구 백범로 88 경총회관 앞(대흥역 4번 출구),도로(가로)변,일반쓰레기,서울시 마포구청,
61,서울특별시 마포구 신촌로 210 아현어린이집 앞,126.9489867,37.55672076,정좌표,서울특별시 마포구 신촌로 210 아현어린이집 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
62,서울특별시 마포구 신촌로 234 새마을금고 앞,126.9516593,37.55692023,정좌표,서울특별시 마포구 신촌로 234 새마을금고 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
63,서울특별시 마포구 마포대로 아현역 3번 출구 앞,126.943976,37.53700956,인근좌표,서울특별시 마포구 마포대로 아현역 3번 출구 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
64,서울특별시 마포구 마포대로 아현역 3번 출구  버스정류장 앞(굴레방다리),126.943976,37.53700956,인근좌표,서울특별시 마포구 마포대로 아현역 3번 출구  버스정류장 앞(굴레방다리),정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
65,서울특별시 마포구 대흥로 122 치매센터 앞,126.9442791,37.55040846,정좌표,서울특별시 마포구 대흥로 122 치매센터 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
66,서울특별시 마포구 신촌로 이대역 5번 출구 앞,126.9268378,37.55833914,인근좌표,서울특별시 마포구 신촌로 이대역 5번 출구 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
67,서울특별시 마포구 백범로 고산2길 61 노고산체육공원,126.9408206,37.55399861,정좌표,서울특별시 마포구 백범로 고산2길 61 노고산체육공원,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
68,서울특별시 마포구 양화로 홍대입구 4번 출구 AK백화점 앞,126.9101513,37.54879733,인근좌표,서울특별시 마포구 양화로 홍대입구 4번 출구 AK백화점 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
69,서울특별시 마포구 양화로 홍대입구 4번 출구 CGV 앞,126.9101513,37.54879733,인근좌표,서울특별시 마포구 양화로 홍대입구 4번 출구 CGV 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
70,서울특별시 마포구 신촌로 66번지 하나로마트 앞,126.9331169,37.5560676,정좌표,서울특별시 마포구 신촌로 66번지 하나로마트 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
71,서울특별시 마포구 신촌로 94번지 신촌역 7번 출구 앞,126.9359972,37.55499419,정좌표,서울특별시 마포구 신촌로 94번지 신촌역 7번 출구 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
72,서울특별시 마포구 신촌로 82 유앤아이 치과 앞(14-228),126.9348094,37.55561152,정좌표,서울특별시 마포구 신촌로 82 유앤아이 치과 앞(14-228),도로(가로)변,일반쓰레기,서울시 마포구청,
73,서울특별시 마포구 신촌로 82 유앤아이 치과 앞(14-228),126.9348094,37.55561152,정좌표,서울특별시 마포구 신촌로 82 유앤아이 치과 앞(14-228),도로(가로)변,일반쓰레기,서울시 마포구청,
74,서울특별시 마포구 어울마당로109 유가네 닭갈비 앞,126.9226861,37.55476418,정좌표,서울특별시 마포구 어울마당로109 유가네 닭갈비 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
75,서울특별시 마포구 어울마당로109 유가네 닭갈비 앞,126.9226861,37.55476418,정좌표,서울특별시 마포구 어울마당로109 유가네 닭갈비 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
76,서울특별시 마포구 어울마당로 113 양꼬치 앞,126.9229103,37.55496925,정좌표,서울특별시 마포구 어울마당로 113 양꼬치 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
77,서울특별시 마포구 어울마당로 122 세계과자할인점 앞,126.9238704,37.55534917,정좌표,서울특별시 마포구 어울마당로 122 세계과자할인점 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
78,서울특별시 마포구 어울마당로 123-1 미쓰족발 홍대본점 앞,126.9237662,37.55574291,정좌표,서울특별시 마포구 어울마당로 123-1 미쓰족발 홍대본점 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
79,서울특별시 마포구 어울마당로 123-1 미쓰족발 홍대본점 앞,126.9237662,37.55574291,정좌표,서울특별시 마포구 어울마당로 123-1 미쓰족발 홍대본점 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
80,서울특별시 마포구 어울마당로 131 보승회관 앞,126.9243921,37.55614941,정좌표,서울특별시 마포구 어울마당로 131 보승회관 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
81,서울특별시 마포구 어울마당로 131 보승회관 앞,126.9243921,37.55614941,정좌표,서울특별시 마포구 어울마당로 131 보승회관 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
82,서울특별시 마포구 어울마당로 136 7번가피자 앞,126.9249399,37.55595144,정좌표,서울특별시 마포구 어울마당로 136 7번가피자 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
83,서울특별시 마포구 어울마당로 136 7번가피자 앞,126.9249399,37.55595144,정좌표,서울특별시 마포구 어울마당로 136 7번가피자 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
84,서울특별시 마포구 어울마당로 138 마포관광정보센터 앞,126.9254847,37.5560499,정좌표,서울특별시 마포구 어울마당로 138 마포관광정보센터 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
85,서울특별시 마포구 어울마당로 138 마포관광정보센터 앞,126.9254847,37.5560499,정좌표,서울특별시 마포구 어울마당로 138 마포관광정보센터 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
86,서울특별시 마포구 와우산로29길 72 광장 내 청운부동산 앞,126.926509,37.55637153,정좌표,서울특별시 마포구 와우산로29길 72 광장 내 청운부동산 앞,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
87,서울특별시 마포구 와우산로29길 72 광장 내 청운부동산 앞,126.926509,37.55637153,정좌표,서울특별시 마포구 와우산로29길 72 광장 내 청운부동산 앞,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
88,서울특별시 마포구 와우산로35길 69 공원 중앙,126.9269995,37.55644818,정좌표,서울특별시 마포구 와우산로35길 69 공원 중앙,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
89,서울특별시 마포구 양화로 119 메디람 한방병원 앞,126.9197676,37.55435671,정좌표,서울특별시 마포구 양화로 119 메디람 한방병원 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
90,서울특별시 마포구 양화로 133 서교타워 앞,126.9209828,37.55523139,정좌표,서울특별시 마포구 양화로 133 서교타워 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
91,서울특별시 마포구 양화로 14-015 중앙차로 버스정류장,126.9107451,37.54886339,인근좌표,서울특별시 마포구 양화로 14-015 중앙차로 버스정류장,버스중앙차로내(차고지보관),일반쓰레기,서울시 마포구청,
92,"서울특별시 마포구 양화로 171 삼성디지털프라자 앞
(홍대입구역 2번출구)",126.9240524,37.55753132,정좌표,"서울특별시 마포구 양화로 171 삼성디지털프라자 앞
(홍대입구역 2번출구)",지하철역 입구,일반쓰레기,서울시 마포구청,
93,"서울특별시 마포구 양화로 171 삼성디지털프라자 앞
(홍대입구역 2번출구)",126.9240524,37.55753132,정좌표,"서울특별시 마포구 양화로 171 삼성디지털프라자 앞
(홍대입구역 2번출구)",지하철역 입구,일반쓰레기,서울시 마포구청,
94,서울특별시 마포구 양화로 183 홍익인간오피스텔,126.9251485,37.55836698,정좌표,서울특별시 마포구 양화로 183 홍익인간오피스텔,도로(가로)변,일반쓰레기,서울시 마포구청,
95,서울특별시 마포구 연희로 1-1 다모아가구 앞,126.926149,37.55901856,정좌표,서울특별시 마포구 연희로 1-1 다모아가구 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
96,서울특별시 마포구 연희로 43 연남동 버스정류장 14-226,126.9275042,37.56261926,정좌표,서울특별시 마포구 연희로 43 연남동 버스정류장 14-226,정류장(버스 택시 등),일반쓰레기,서울시 마포구청,
97,서울특별시 마포구 독막로 74 한빛부동산 앞,126.9215709,37.54762456,정좌표,서울특별시 마포구 독막로 74 한빛부동산 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
98,서울특별시 마포구 독막로 래미안밤섬아파트 서강육교 앞,126.9372313,37.54744584,인근좌표,서울특별시 마포구 독막로 래미안밤섬아파트 서강육교 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
99,서울특별시 마포구 독막로 101 BR오피스텔 앞,126.9244452,37.548238,정좌표,서울특별시 마포구 독막로 101 BR오피스텔 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
100,서울특별시 마포구 독막로 87 상수역 2번 출구 앞,126.9233275,37.54793294,정좌표,서울특별시 마포구 독막로 87 상수역 2번 출구 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
101,서울특별시 마포구 독막로 27 브라운시티 합정점 앞,126.9165851,37.54850481,정좌표,서울특별시 마포구 독막로 27 브라운시티 합정점 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
102,서울특별시 마포구 독막로 5 합정역 6번 출구 투썸 앞,126.9143078,37.54901974,정좌표,서울특별시 마포구 독막로 5 합정역 6번 출구 투썸 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
103,서울특별시 마포구 독막로 5 합정역 6번 출구 투썸 앞,126.9143078,37.54901974,정좌표,서울특별시 마포구 독막로 5 합정역 6번 출구 투썸 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
104,서울특별시 마포구 독막로 10 우리은행 앞,126.9144994,37.5484934,정좌표,서울특별시 마포구 독막로 10 우리은행 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
105,서울특별시 마포구 독막로 36 동양인테리어 앞,126.9173806,37.5479398,정좌표,서울특별시 마포구 독막로 36 동양인테리어 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
106,서울특별시 마포구 양화로 32 CU편의점 앞(합정7번출구 교통섬),126.9127229,37.54856227,정좌표,서울특별시 마포구 양화로 32 CU편의점 앞(합정7번출구 교통섬),도로(가로)변,일반쓰레기,서울시 마포구청,
107,"서울특별시 마포구 양화로 합정역 교차로 교통섬
(합정역6번출구 횡단보도 건너)",126.9258162,37.55765882,인근좌표,"서울특별시 마포구 양화로 합정역 교차로 교통섬
(합정역6번출구 횡단보도 건너)",도로(가로)변,일반쓰레기,서울시 마포구청,
108,서울특별시 마포구 양화로14-012 중앙차로 버스정류장,126.9107451,37.54886339,인근좌표,서울특별시 마포구 양화로14-012 중앙차로 버스정류장,버스중앙차로내(차고지보관),일반쓰레기,서울시 마포구청,
109,서울특별시 마포구 양화로 50 합정역 5번 출구,126.9145034,37.54951861,정좌표,서울특별시 마포구 양화로 50 합정역 5번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
110,서울특별시 마포구 양화로 50 합정역 5번 출구,126.9145034,37.54951861,정좌표,서울특별시 마포구 양화로 50 합정역 5번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
111,서울특별시 마포구 양화로 68 합정역 3번 출구,126.9160928,37.55075574,정좌표,서울특별시 마포구 양화로 68 합정역 3번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
112,서울특별시 마포구 양화로 68 합정역 3번 출구,126.9160928,37.55075574,정좌표,서울특별시 마포구 양화로 68 합정역 3번 출구,지하철역 입구,일반쓰레기,서울시 마포구청,
113,서울특별시 마포구 양화로 100 버거킹 앞,126.9186858,37.55270643,정좌표,서울특별시 마포구 양화로 100 버거킹 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
114,서울특별시 마포구 양화로 29 배전반 옆(아람광고),126.9123922,37.54914542,정좌표,서울특별시 마포구 양화로 29 배전반 옆(아람광고),도로(가로)변,일반쓰레기,서울시 마포구청,
115,서울특별시 마포구 양화로14-011 중앙차로 버스정류장,126.9107451,37.54886339,인근좌표,서울특별시 마포구 양화로14-011 중앙차로 버스정류장,버스중앙차로내(차고지보관),일반쓰레기,서울시 마포구청,
116,서울특별시 마포구 양화로 57 배전반 옆(합정역 10번 출구),126.9147046,37.55047954,정좌표,서울특별시 마포구 양화로 57 배전반 옆(합정역 10번 출구),도로(가로)변,일반쓰레기,서울시 마포구청,
117,서울특별시 마포구 양화로 67 합정역 2번 출구 KT대리점 앞,126.9156469,37.55114337,정좌표,서울특별시 마포구 양화로 67 합정역 2번 출구 KT대리점 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
118,서울특별시 마포구 양화로 67 합정역 2번 출구 KT대리점 앞,126.9156469,37.55114337,정좌표,서울특별시 마포구 양화로 67 합정역 2번 출구 KT대리점 앞,지하철역 입구,일반쓰레기,서울시 마포구청,
119,서울특별시 마포구 양화로 99 지산한의원 앞,126.9182351,37.5530625,정좌표,서울특별시 마포구 양화로 99 지산한의원 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
120,서울특별시 마포구 양화로 107 스타벅스 앞(양화로 105),126.9187815,37.5535868,정좌표,서울특별시 마포구 양화로 107 스타벅스 앞(양화로 105),도로(가로)변,일반쓰레기,서울시 마포구청,
121,서울특별시 마포구 양화로14-013 중앙차로 버스정류장,126.9107451,37.54886339,인근좌표,서울특별시 마포구 양화로14-013 중앙차로 버스정류장,버스중앙차로내,일반쓰레기,서울시 마포구청,
122,서울특별시 마포구 양화로14-014 중앙차로 버스정류장,126.9107451,37.54886339,인근좌표,서울특별시 마포구 양화로14-014 중앙차로 버스정류장,버스중앙차로내,일반쓰레기,서울시 마포구청,
123,서울특별시 마포구 양화로 134 KB국민은행 앞,126.9213902,37.55470827,정좌표,서울특별시 마포구 양화로 134 KB국민은행 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
124,서울특별시 마포구 양화로 136 스파오건물 앞,126.9216078,37.55484453,정좌표,서울특별시 마포구 양화로 136 스파오건물 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
125,서울특별시 마포구 양화로 140 홍대사거리 (CU편의점 없어짐-공사중),126.9220437,37.55512392,정좌표,서울특별시 마포구 양화로 140 홍대사거리 (CU편의점 없어짐-공사중),도로(가로)변,일반쓰레기,서울시 마포구청,
126,서울특별시 마포구 양화로 140 홍대사거리 (CU편의점 없어짐-공사중),126.9220437,37.55512392,정좌표,서울특별시 마포구 양화로 140 홍대사거리 (CU편의점 없어짐-공사중),도로(가로)변,일반쓰레기,서울시 마포구청,
127,서울특별시 마포구 양화로14-016 중앙차로 버스정류장,126.9107451,37.54886339,인근좌표,서울특별시 마포구 양화로14-016 중앙차로 버스정류장,버스중앙차로내(차고지보관),일반쓰레기,서울시 마포구청,
128,서울특별시 마포구 어울마당로 55 (정자나무) 앞,126.920885,37.55004024,정좌표,서울특별시 마포구 어울마당로 55 (정자나무) 앞,광장 등 다중집합장소,일반쓰레기,서울시 마포구청,
129,서울특별시 마포구 잔다리로 17 티켓라운지 앞,126.9210458,37.55066521,정좌표,서울특별시 마포구 잔다리로 17 티켓라운지 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
130,서울특별시 마포구 잔다리로 13 한신포차 앞(14-884),126.921626,37.55057008,정좌표,서울특별시 마포구 잔다리로 13 한신포차 앞(14-884),도로(가로)변,일반쓰레기,서울시 마포구청,
131,서울특별시 마포구 잔다리로 16 엠플레이그라운드 앞,126.9214755,37.55090951,정좌표,서울특별시 마포구 잔다리로 16 엠플레이그라운드 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
132,서울특별시 마포구 어울마당로 65 KT 앞,126.9210633,37.55095823,정좌표,서울특별시 마포구 어울마당로 65 KT 앞,도로(가로)변,일반쓰레기,서울시 마포구청,
133,서울특별시 마포구 잔다리로 40 GS25시편의점 앞(14-984),126.9193376,37.55195927,정좌표,서울특별시 마포구 잔다리로 40 GS25시편의점 앞(14-984),도로(가로)변,일반쓰레기,서울시 마포구청,
